"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","functional_group","BS1","BS2","BS3","BS4","BS5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","BF1","BF2","BF3","BF4","stage","length_mm","biomass_type","biomass_mg","provenance","provenance_species","closest_relative","num_relatives","shared_taxon","r_squared","sample_size","intercept","slope","abundance","ln_intercept"
"903","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",2,"dry",0.0033,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"904","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",5,"dry",0.0889327529224781,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"905","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",3,"dry",0.026273362651231,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"906","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",6,"dry",0.137424736039438,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"907","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",3,"dry",0.026273362651231,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"908","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",7,"dry",0.198547681135609,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"909","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",1,"dry",0.00190827975389493,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"910","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",4,"dry",0.0273,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"911","5396","Diptera.210","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",2,"dry",0.0033,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"912","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",2,"dry",0.0033,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"913","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",10,"dry",0.465169238436233,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"914","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",8,"dry",0.273079938088078,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"915","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",4,"dry",0.0273,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"916","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",6,"dry",0.137424736039438,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"917","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",11,"dry",0.584001605688994,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"918","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",9,"dry",0.35695,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"919","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",5,"dry",0.0889327529224781,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"920","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",1.5,"dry",0.0083,"length.raw","related","Diptera.219",2,"family",NA,NA,NA,NA,1,NA
"921","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",3,"dry",0.026273362651231,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"922","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",3,"dry",0.026273362651231,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"923","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",7,"dry",0.198547681135609,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"924","5401","Diptera.220","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,"larva",12,"dry",0.718810086329938,"length.interpolate","related","Diptera.219",2,"family",0.88678643950294,13,-2.71935795737469,2.38696894455939,1,NA
"925","5406","Diptera.9","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae","Psychodinae",NA,"Alepia","zavortinkii","gatherer",0,0,3,0,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"926","5411","Diptera.399","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae","Psychodinae",NA,"Alepia","apexalba","gatherer",0,0,3,0,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"927","5416","Diptera.532","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Psychodidae",NA,NA,NA,NA,"gatherer",0,0,2,2,0,0,1,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"928","5421","Diptera.430","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sarchophagidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"929","5426","Diptera.490","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Scatopsidae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,3,0,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"930","5431","Diptera.231","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Scatopsidae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,3,0,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"931","5436","Diptera.232","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Sciaridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",6.5,"dry",0.159960427551571,"length.interpolate","related","Diptera.101;Diptera.102;Diptera.103;Diptera.105;Diptera.113;Diptera.115;Diptera.15;Diptera.219;Diptera.278;Diptera.373;Diptera.377;Diptera.378;Diptera.379;Diptera.380;Diptera.381;Diptera.444;Diptera.445;Diptera.447;Diptera.448;Diptera.449;Diptera.45;Diptera.450;Diptera.451;Diptera.452;Diptera.453;Diptera.455;Diptera.456;Diptera.457;Diptera.459;Diptera.460;Diptera.461;Diptera.462;Diptera.463;Diptera.464;Diptera.465;Diptera.467;Diptera.468;Diptera.64;Diptera.65;Diptera.67;Diptera.69;Diptera.86;Diptera.99",54,"subord",0.225944317765627,9,-2.51565439569436,2.11543695021431,1,NA
"932","5436","Diptera.232","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Sciaridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",6.5,"dry",0.159960427551571,"length.interpolate","related","Diptera.101;Diptera.102;Diptera.103;Diptera.105;Diptera.113;Diptera.115;Diptera.15;Diptera.219;Diptera.278;Diptera.373;Diptera.377;Diptera.378;Diptera.379;Diptera.380;Diptera.381;Diptera.444;Diptera.445;Diptera.447;Diptera.448;Diptera.449;Diptera.45;Diptera.450;Diptera.451;Diptera.452;Diptera.453;Diptera.455;Diptera.456;Diptera.457;Diptera.459;Diptera.460;Diptera.461;Diptera.462;Diptera.463;Diptera.464;Diptera.465;Diptera.467;Diptera.468;Diptera.64;Diptera.65;Diptera.67;Diptera.69;Diptera.86;Diptera.99",54,"subord",0.225944317765627,9,-2.51565439569436,2.11543695021431,1,NA
"933","5441","Diptera.419","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Sciaridae",NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"934","5446","Coleoptera.19b","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Hydrophilidae","Sphaeridiinae",NA,"Omicrus","ingens","engulfer",0,0,3,0,0,1,0,3,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"935","5451","Diptera.392","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"936","5456","Diptera.393","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"937","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",3,"dry",0.135433333333333,"length.raw","related","Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"938","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",12,"dry",5.3669266764699,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"939","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",2,"dry",0.0048,"length.raw","related","Diptera.469;Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"940","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",15,"dry",10.2874571755688,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"941","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",7,"wet",8,"length.raw","related","Diptera.237",11,"subord",NA,NA,NA,NA,1,NA
"942","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",6,"dry",0.928071369348014,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"943","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",5,"dry",0.533331594917675,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.115019670436585,4,-2.51469001585279,3.20712951097323,1,NA
"944","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",14,"dry",8.41274089356518,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"945","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",10,"dry",3.15383557202143,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"946","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",4,"dry",0.0905,"length.raw","related","Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"947","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"pupa",3,"dry",0.135433333333333,"length.raw","related","Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"948","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",11,"dry",4.16425229288717,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"949","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",8,"dry",1.70390126007769,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"950","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",9,"dry",2.3196027427317,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"951","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",6,"dry",0.928071369348014,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"952","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",5,"dry",0.533331594917675,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.115019670436585,4,-2.51469001585279,3.20712951097323,1,NA
"953","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",2,"dry",0.0048,"length.raw","related","Diptera.469;Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"954","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",4,"dry",0.0905,"length.raw","related","Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"955","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",6,"dry",0.928071369348014,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"956","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",7,"wet",8,"length.raw","related","Diptera.237",11,"subord",NA,NA,NA,NA,1,NA
"957","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"pupa",2,"dry",0.0048,"length.raw","related","Diptera.469;Diptera.134",11,"subord",NA,NA,NA,NA,1,NA
"958","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"pupa",5,"dry",0.533331594917675,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.115019670436585,4,-2.51469001585279,3.20712951097323,1,NA
"959","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",7,"wet",8,"length.raw","related","Diptera.237",11,"subord",NA,NA,NA,NA,1,NA
"960","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",13,"dry",6.77780974834222,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.706684525708333,13,-2.41708645548634,2.91592550274643,1,NA
"961","5461","Diptera.235","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Sphaeroceridae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,"larva",8,"dry",1.70390126007769,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"962","5466","Diptera.524","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Stratiomyidae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"963","5471","Diptera.499","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Stratiomyidae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"964","5476","Diptera.239","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Stratiomyidae",NA,NA,NA,NA,"gatherer",0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,"larva",8,"dry",1.70390126007769,"length.interpolate","related","Diptera.133;Diptera.134;Diptera.253;Diptera.469;Diptera.495",11,"subord",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"965","5481","Diptera.436","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Stratiomyidae","Hermetiinae",NA,"Hermetia",NA,"gatherer",0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"966","5486","Diptera.533","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Copestylum",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"967","5491","Diptera.534","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Lejops","barbiellinii","gatherer",0,3,0,0,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
