phylum,class,order,family,subfamily,genus,species,stage,abundance,body_size_mm,body_mass_mg,mass_type,data_providers,note
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.82,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.79,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.59,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.64,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.82,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.85,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.60,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.62,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.57,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.53,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.43,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.27,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.40,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.89,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.81,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.57,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.81,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.81,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.44,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.85,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.79,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.44,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.63,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.61,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.79,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.58,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.61,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.50,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.81,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.65,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.73,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.64,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.62,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.61,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.63,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.65,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.64,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.82,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.59,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.62,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.62,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.82,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.82,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.83,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.69,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.67,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.61,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.60,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.65,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.65,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.56,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.43,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.78,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.71,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.76,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.68,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.75,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.74,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.70,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.83,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.83,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.64,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.72,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.56,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.48,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.80,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.66,,,Dézerald,
Arthropoda,Ostracoda,Podocopida,Limnocytheridae,Timiriaseviinae,Elpidium,Elpidium_bromeliarum,larva,1,0.77,,,Dézerald,
